Row Labels,Monday,Tuesday,Wednesday,Thursday,Friday,Label
201028,0,-0.160937492,-0.019242767,0.105063228,-0.003436369,0.074999892
201029,-0.020115,0.063929623,0.093715606,0.002520111,0.037707393,0.248680484
201030,0.061531059,-0.073482474,-0.003940887,0.038575719,0.013809571,-0.089913236
201031,-0.015969938,-0.019093173,0.008272506,-0.017857095,-0.020147371,-0.064916512
201032,0.04914739,0.049235229,-0.031435124,-0.038099671,-0.042053837,-0.124282983
201033,0.000510465,-0.029081582,-0.059379976,-0.016759777,0.040909091,-0.025510204
201034,0.025109225,0.019701756,-0.019843342,0.001065583,0.016498083,0.048988283
201035,0.053926649,-0.046199605,0.036458279,-0.007537688,-0.002531595,0.045702933
201036,0.008629441,-0.019627629,0.049794713,0.029828752,-0.000474834,0.015098087
201037,0,-0.024227935,0.017526727,-0.009090957,-0.026074313,-0.038954824
201038,0.027268171,0.019305117,0.040719648,-0.047315696,-0.033906445,-0.029922733
201039,0.041028127,-0.013770134,-0.04333168,-0.015601509,0.027607414,-0.021842309
201040,0.021393085,0.042376958,0.027102804,-0.071428571,0.009309162,-0.004870969
201041,0.018932039,0.006193473,-0.031250093,-0.001466227,0,-0.021438733
201042,-0.009300049,0,0.014822184,0.010223904,-0.010120434,0.023715366
201043,-0.01509255,-0.008897726,0.029925238,0.004842615,-0.001445831,0.079584775
201044,0.00627418,0.02446048,-0.016853979,0.009047667,0.030674798,0.172182302
201045,-0.019688645,-0.007473143,0.024470588,0.143775838,-0.018473855,0.393741242
201046,0.022094885,-0.014011249,0.192042314,-0.044959127,0.064193971,0.240592474
201047,0.032171548,-0.03668828,-0.006066734,0.013563886,0.036801641,0.146753284
201048,0.077767086,0.035029878,0.026034163,0,-0.004228954,-0.057185685
201049,-0.028029388,0.02912904,-0.027738578,-0.058224166,-0.026584175,-0.081852661
201050,-0.037472245,0.041240516,0.0256654,-0.009885697,-0.016536631,0.034642099
201051,-0.030774143,-0.06612105,0.037504345,0.040878345,0.017851412,-0.015057251
201052,0.010841836,0.01766552,0.011469406,-0.077842505,0,-0.159936967
201053,-0.150880724,0.033659532,0.049981068,-0.044356293,0.004905623,0.105283801
201102,-0.000375441,0.001878249,0.00599925,0.039135259,0.012912518,-0.03268223
201103,0.007436296,-0.052372652,0,-0.027448072,-0.01792521,-0.190158166
201104,0,-0.004271883,-0.062792436,-0.058676652,0.018567638,-0.067572816
201105,0.062933982,0.007758269,0.002836305,0.006868687,-0.036516854,-0.042058024
201106,0.003748438,-0.007883817,0.001254747,-0.012949122,-0.007194245,-0.03526971
201107,-0.016623999,0.061551799,-0.052266272,0.000430849,0.001292033,0.004768097
201108,-0.007311828,-0.010398614,0.082749562,-0.04569349,-0.01779661,0.022963648
201109,0,-0.056514193,-0.001829035,0.03206601,0.047936083,0.076358973
201110,0.011859296,0.00209301,0.003341646,0.014154913,0.024220032,0.007534575
201111,-0.000400802,-0.011226984,0.002433049,-0.028721644,0.002498959,-0.079390614
201112,-0.034067304,-0.012903183,-0.005664531,-0.000438256,0.006576063,-0.021505376
201113,-0.010017378,-0.023757105,0.000901217,0.005403017,0.018808777,0.172899252
201114,0.021978022,0.028817204,-0.008779306,0.170392289,-0.039279279,0.139354839
201115,-0.031132783,0.033681804,-0.007865206,0.028312571,-0.02753304,-0.009678668
201116,-0.046055115,-0.024535022,0.011359026,0.008423546,0.017502029,0.058171745
201117,-0.021501134,0.005193727,0.023449921,0.038446602,0,0.102676744
201118,-0.013089043,0.020462335,0.005569996,0.021418021,-0.002169197,0.02766207
201119,-0.005434746,-0.021129325,-0.00669892,-0.009366804,0.025718607,0.003642914
201120,0.029129756,0.01504837,-0.044475821,0.022164758,-0.004336863,0.002149731
201121,-0.034482724,-0.024060188,0.015023152,0.070208767,-0.008156099,0.110902218
201122,-0.041115447,-0.003728598,0.084580879,0.017253278,0.002374457,0.123415324
201123,0,0.01996616,-0.053749139,0.008415147,0.04763557,-0.057191136
201124,-0.047460938,-0.011498257,-0.044060626,0.018436577,0.008689355,-0.076655084
201125,0.020459403,0.005979599,-0.044755245,-0.030014641,0,-0.030249736
201126,-0.018490566,0.0584391,-0.011623755,0.018375598,-0.005052292,0.115724721
201127,-0.00398988,0.023670868,0.006403415,0.029692399,-0.003776142,0.04916242
201128,0,0.004135045,-0.006177076,0.026588433,-0.030945207,-0.049620951
201129,-0.015966644,-0.006349206,0.016684381,-0.035963619,-0.001086599,0.033157002
201130,-0.012690355,0.024237936,0.028684189,0.000348553,0.020557491,0.034520749
201131,-0.027313109,-0.017199017,-0.012857179,0.019175145,0,-0.149175149
201132,0.021299255,-0.049704553,-0.005120666,-0.090073563,-0.020606061,-0.08550577
201133,-0.024752517,0.060067684,-0.049481207,0.06213262,0.03992095,-0.05668359
201134,-0.003040631,-0.004956157,-0.010344828,-0.060782036,-0.080791467,-0.095310713
201135,-0.015694978,0.046013574,0.039634235,-0.031839127,0.026828168,0.051025009
201136,0.041297893,-0.003237556,0.004466139,-0.029911075,-0.03875,-0.070416838
201137,0,-0.00563498,0.039232736,-0.009647609,-0.027107242,0.118335457
201138,-0.003918154,0.052447598,0.010797342,0.019720624,0.039484247,0.152972035
201139,-0.001162752,0.009313155,-0.00615148,-0.008510677,0.029262584,-0.053550679
201140,-0.032600418,0.026253958,-0.061092056,-0.01911342,0.011193946,0.057601881
201141,-0.027060231,-0.002949853,0.072273922,0.062672366,0.001112797,0.182047998
201142,0.032975139,-0.00968429,0.006881492,0.005036043,0.003936936,0.005380273
201143,-0.022459858,0.033552152,-0.027170078,-0.008342401,0.025237783,0.089350875
201144,0.01855148,-0.010507846,-0.009557522,0.027877055,0.038595306,0.131698849
201145,-0.016739203,-0.016683758,-0.005886427,0.130616514,-0.004621011,0.145386376
201146,-0.032188207,0.018228334,-0.030150785,0.014572572,0.073731216,0.042532715
201147,-0.012485078,0.021372636,0.029767138,-0.036061793,-0.032066568,-0.046959692
201148,-0.025766811,0.009760705,-0.019332679,0,0.006677233,0.048488634
201149,0.028427069,-0.02487718,0.031181165,-0.004276237,0.021472425,-0.046683045
201150,0.033633605,0.013073824,-0.019501004,-0.096519453,0.004856005,-0.186519418
201151,-0.020296423,-0.03156853,-0.031239388,0.003154574,-0.021663207,-0.082538639
201152,-0.008928571,0.005405405,-0.011827957,0.007254262,0.004681311,0.029189153
201153,0,0.024014337,-0.002100105,0.007716591,-0.005917195,-0.035483871
201201,0,-0.016806688,-0.013176674,-0.021291881,-0.007743399,-0.202030749
201202,0.012634708,0.013578018,0.022085408,0.000708466,-0.193274301,-0.023853211
201203,0,0.167178536,0.007894699,-0.001864939,-0.005979073,0.286967912
201204,0.006390977,0.024280911,0.020058315,0.034680087,0.013476123,0.163615988
201205,0.008182748,-0.016909029,0.01754386,0.022650439,0.029752066,0.05174163
201206,0.020866742,-0.006289277,0.010443038,0.020357094,-0.045426701,0.099685601
201207,0.012540193,0.053350206,0.012963522,0.017261965,0.023112961,0.071768815
201208,0,-0.01344012,-0.008115913,0.009058971,-0.022589025,-0.026594223
201209,-0.003851881,0.005651458,-0.011830849,0.029931158,-0.010752659,0.033313594
201210,-0.007931874,-0.019543944,0.000301963,-0.001509632,0.050499002,0.045898727
201211,0.036557165,0.002221661,-0.022166778,-0.008217653,0.009142857,-0.053596115
201212,-0.009626274,-0.000571784,0.005434869,-0.021337125,-0.009302325,0.064608405
201213,0.097417835,0.014438422,-0.002372193,-0.013738336,-0.002410929,-0.078074916
201214,-0.017722878,0.039092289,-0.079189638,-0.014857143,0,-0.081738705
201215,-0.038573028,-0.020814569,0.019408534,0.010577183,0.004485676,0.000301599
201216,-0.039892825,-0.000310016,0.013027232,0.015309247,0,0.03379845
201217,-0.036791285,-0.003757076,0.034255185,0.017623883,-0.004479008,-0.003443989
201218,-0.00629871,0.019619619,0.004736531,-0.043606365,-0.019408473,-0.026562058
201219,0.020106849,-0.070218661,-0.004306128,0.096473722,-0.021541232,-0.151216564
201220,-0.067907008,-0.020958051,-0.008494733,-0.020904729,-0.035351803,-0.0083167
201221,0.043904247,0.070559576,0.00714289,-0.023855545,-0.015521862,-0.021550226
201222,0,0.063066154,-0.040391321,-0.029924367,-0.045762712,0.009057397
201223,-0.00959151,0.001076076,0.046936546,-0.009924675,0.039751123,0.07281209
201224,-0.03191486,0.018543921,0.003708699,-0.012764562,0.017693128,0.160370874
201225,0.064526914,0.007851759,0.05266435,-0.047069273,0.049704941,-0.017273838
201226,-0.020124297,-0.045303532,0.011072382,-0.017208981,-0.003820408,-0.064029023
201227,-0.028443623,0.008552632,0,0.018590998,-0.007684918,0.126644737
201228,0.016134237,-0.006986345,0.007675088,0.03776582,0.04740058,0.009526866
201229,0.049926978,-0.072580675,-0.035981891,0.003732441,-0.014874465,-0.179365939
201230,-0.035545799,-0.026744945,-0.029825704,-0.028324766,0.049057983,-0.110567515
201231,-0.073195527,0.002559415,-0.042669584,-0.005714286,0.044827586,0.094698391
201232,0.036670334,0.070038911,-0.038347107,0.011000344,0.018021115,0.061549346
201233,0.04108213,-0.056143728,-0.00067981,0.030612211,-0.009570924,-0.053577158
201234,-0.016661113,-0.013554693,0.028856062,0.026043371,-0.040026033,-0.03354795
201235,-0.04,0.013065007,-0.009759533,0,0.003871876,0.036370056
201236,0,-0.013324018,-0.00710725,0.021832426,0.028021052,0.065567987
201237,-0.067461635,0.015710558,0.01726626,0.042432778,0.030868351,0.096821297
201238,0.070747024,-0.036877719,-0.009253382,-0.004830886,-0.028478964,-0.100184385
201239,0.021319121,-0.097847358,-0.004338359,0.034495242,0.027729063,-0.057729974
201240,-0.004098395,0.02194784,-0.016778524,0.003413004,-0.017346973,-0.052126235
201241,0.012461094,-0.030085436,0.00105742,-0.002816901,-0.024011335,-0.051623932
201242,-0.011215594,0.026710538,0.027084855,-0.027064504,-0.010699037,0.001829455
201243,0.003965393,0.019389551,-0.034166926,0.003646973,-0.005087246,0.038420108
201244,0,0,0.027392258,0.039815181,-0.011282051,0.107377688
201245,0.089211618,-0.011111111,0.012520096,-0.00729239,-0.03161926,0.010793651
201246,0.024736148,0.017380142,-0.007276241,-0.01784573,0.033095393,0.034116543
201247,0.033919535,0.002430195,-0.016060576,0,-0.010471204,0.027339066
201248,0.004357267,-0.003718562,0.033592471,0.013842883,0.003858742,0.058878153
201249,0.023654613,-0.020797141,-0.005604808,0.005636399,0.007964483,-0.023396823
201250,0.011706234,0.02053801,-0.000566922,-0.046795153,0.00595061,-0.016488285
201251,0.017450488,0.005523197,0.000578231,-0.005200838,-0.012489108,-0.034302353
201252,0.008235265,0,-0.020128326,0.002977047,-0.013950668,-0.011960327
201253,0.019566465,0,0,0,0,0.015648155
201301,-1,#DIV/0!,#DIV/0!,-0.016685548,-0.0106413,#DIV/0!
201302,-0.001744244,-0.019219569,-0.001187678,-0.003269917,-0.018490874,0.005241701
201303,0.010635005,0.019242455,0.005899587,0.008211232,0.004072106,0.111846128
201304,0,0.019409009,0.023017932,0.027500056,-0.000270397,0.109501709
201305,0.028393699,-0.00210355,-0.011330724,-0.000266578,0.021061078,0.031817066
201306,-0.014621332,0.010333836,0.027275032,0.007914272,-0.006078977,-0.018547985
201307,-0.020897145,-0.013794873,0.014779678,-0.00468143,-0.032140031,-0.06012486
201308,0,0.060475106,-0.018839053,-0.087701113,0.027019369,-0.064524809
201309,-0.047909165,0.001454305,0.019459715,-0.007692194,-0.005167958,0.118964511
201310,0.026839825,0.030073073,0.028376451,0.014327435,0.006277818,-0.008150674
201311,0.016376319,0.000511535,-0.003578707,-0.054643458,-0.042333707,-0.063427088
201312,-0.003967101,-0.001991465,0.024800426,0.001668901,0.016939768,0.077951546
201313,0.02484981,0.008793019,0.007923904,-0.007075498,0,0.102318148
201314,0.159408846,0.00933303,-0.073071764,0.02214112,-0.015234445,-0.004097428
201315,0.011119241,-0.031795408,0.033580272,0.041328212,0.003670567,0.143437717
201316,-0.010285737,0.05288686,-0.003070827,0.033443344,0.01830958,0.182448087
201317,0.049341353,0.016337896,-0.011370281,0.031132263,-0.015384596,0.086869896
201318,0.073046835,-0.017291537,-0.013150639,0.015578116,0.008131547,0.397160601
201319,0.090742458,-0.067058857,0.00504419,0.243950542,0.10605187,0.537815126
201320,0.143824918,-0.051936274,0.019221505,0.087340928,-0.008130081,0.105694746
201321,-0.017049158,-0.026128596,-0.003995867,0.062929907,0.046910373,0.086946852
201322,0,0.13648537,-0.051663237,0.003058396,-0.068508768,0.051091872
201323,-0.052884676,0.024300681,0.005588433,0.020761193,0.048176714,0.083270411
201324,-0.019502136,-0.055772132,0.03450833,0.004604492,0.021593023,-0.004997501
201325,0.01894311,0.011643856,0.012477039,-0.038498261,-0.010928952,0.050489277
201326,0.019487644,0.00896644,0.032421865,0.033390077,-0.017299762,0.183269272
201327,0.091467948,0.005461683,-0.021897827,0,0.042086065,0.108550896
201328,0.012657216,0.015130302,-0.009558526,0.027316628,0.034153276,-0.015870413
201329,-0.020323265,-0.143092871,0.102705151,-0.010145538,0.005460817,0.016737364
201330,0.022977941,0.002532043,-0.008473204,0.019474142,0.042879012,0.127174712
201331,0.040420404,-0.021393479,0.019280355,0.009457879,0.018074489,0.136532504
201332,0.048405746,-0.017486862,-0.055715781,0.143410568,-0.003127417,-0.018523591
201333,-0.036731993,-0.013231184,-0.04173824,0.002224433,0.016682194,0.098113655
201334,0.020422493,0.032298193,-0.01149887,0.062491579,0.0301718,0.166321649
201335,0.014705914,0.016989368,-0.003353081,-0.00234304,0.017704456,0.016745829
201336,0,-0.000355018,0.009944317,-0.004044086,-0.017418891,-0.020473414
201337,-0.03755168,0.035283124,-0.017130439,0.008622731,0.003698539,0.141194788
201338,0.006282524,-0.002101129,-6.01275E-05,0.070388623,0.030744161,0.145995868
201339,-0.01243251,0.006736243,0.015960089,0.018354534,0.011980466,-0.000717823
201340,0.012938717,-0.001913404,-0.062435249,-0.042221603,0.044255947,-0.075864914
201341,0.011548298,-0.045556403,-0.034052522,0.024588186,0.033366126,0.001802518
201342,0.005707913,0.023480976,-0.002065913,-0.004140308,0.003282226,-0.055975946
201343,-0.058887614,-0.006141442,-0.041039952,0.05258355,-0.020155877,-0.060428781
201344,-0.040080177,0.009885791,-0.031920715,0.004522051,0.013942703,-0.152953481
201345,0.080347778,0.009189504,-0.145070948,-0.07535062,-0.013021442,-0.226883566
201346,0.048930773,-0.047684825,0.006531161,-0.007930721,-0.015625065,-0.161161026
201347,-0.102399375,0.037094867,-0.03949556,0.008174362,-0.005896814,0.046882686
201348,-0.004448847,-0.002813605,0.053444,0,0.002678407,0.136709745
201349,-0.024434326,0.165337838,-0.039737389,0.011011148,-0.022209532,0.189095566
201350,0.030867829,0.004166638,-0.017863478,0.055997188,0.00122054,0.011581913
201351,0.001964159,0.03055296,-0.029384827,-0.049060651,0.017907931,0.021495153
201352,0.002164186,0.054754447,0,0.02701272,-0.028167235,0.047927481
201353,0.008734827,-0.013185574,0,0,0,-0.018892705
201401,-1,#DIV/0!,#DIV/0!,#DIV/0!,-0.003597655,#DIV/0!
201402,-0.017116863,0.016054429,0.012854834,-0.024788472,-0.012268678,0.156530578
201403,-0.043782631,0.157384876,0.01773424,0.041674257,-0.005615055,0.253050172
201404,0,0.039232976,0.010640735,0.016465065,-0.038016496,0.067054934
201405,-0.028522399,0.051644914,-0.01765898,0.043428638,-0.007821002,0.099693459
201406,-0.02370323,0.00914683,-0.024114576,0.022703859,0.045688944,0.119247896
201407,0.053771506,0.000305235,-0.006611678,0.022066342,-0.007013019,0.066341108
201408,0,0.027594214,-0.049386343,0.08433176,-0.001762133,0.234979584
201409,0.03840643,0.139444093,0.02016129,-0.001818209,-0.030608993,0.131219912
201410,0.023487603,0.017081729,-0.008554356,0.001108201,-0.026607081,-0.078184855
201411,-0.02993384,-0.018547949,0.030203493,-0.015321595,-0.028680736,-0.041659677
201412,0.013031974,0.025899637,-0.017497072,-0.003943318,-0.025626857,-0.092358327
201413,-0.038096907,0.001226343,-0.033932113,-0.026483846,0.024358421,-0.036063052
201414,-0.018458342,0.040873131,0.061390939,-0.021234092,-0.058429451,-0.022403445
201415,-0.022192867,0.038261386,0.006822547,-0.058728583,-0.002007948,-0.045296881
201416,-0.027922284,-0.02110148,0.026816548,-0.004972156,0,0.008884901
201417,0.031597063,0.069771962,-0.048710181,-0.000625049,-0.038535529,0.031950283
201418,-0.006705084,0.04236564,0.004687807,-0.000769652,0.015308372,-0.081859858
201419,0.027025731,-0.043072813,-0.028608612,-0.113037047,0.020549858,-0.115645644
201420,0.013222885,0.029728738,0.002418968,-0.010649455,0.01574846,0.122542943
201421,0.023647933,-0.004028727,0.021249329,0.027224909,0.011811782,0.059564528
201422,0,0.020549903,-0.006239332,0,-0.011748482,0.004196792
201423,-0.014775988,0.001172472,-0.004635488,0.014265351,0.006138251,0.008402545
201424,-0.013738771,-0.014660733,0.010726634,-0.004646144,0.014249184,0.118260183
201425,0.088121321,0.031432247,-0.019640018,0.002949974,0.007902028,0.06433372
201426,0.033233177,-0.019897146,0.018881716,-0.005445536,0.014685874,-0.033597509
201427,0.00418305,-0.0014163,-0.042925112,-0.000784523,0,-0.091352134
201428,-0.028745893,-0.016123223,0.018213315,-0.016139115,-0.006060339,-0.011856642
201429,0.03928846,-0.031407124,-0.011021031,-0.008104669,0.021448515,-0.013806749
201430,0.002363371,-0.004352911,0.013252587,0.004719259,0.000134267,0.057722007
201431,0.00559109,0.000845067,0.017377019,-0.02455004,0.044648459,0.103682934
201432,0.022506108,-0.000125771,0.043775369,0.013899514,-0.016878616,0.098482331
201433,0.045097335,0.002467931,0.001346388,0.004110511,0.002410303,-0.009794879
201434,-0.007900492,-0.012233561,-0.004089434,-0.005357675,0.00959347,0.037547164
201435,0.022470555,-0.003085119,0.005769122,0.002317132,0.022133053,0.056522673
201436,0,0.05346675,-0.01031252,0.017248149,-0.030240504,0.035224322
201437,0.017015645,-0.01286723,0.009408198,-0.002810416,-0.003959852,-0.080784018
201438,-0.090759348,0.027101509,0.00245461,0.009335075,-0.017057084,-0.02859842
201439,-0.035824494,0.001519838,0.00690865,-0.020583811,-0.001417255,0.020717546
201440,-0.005433946,-0.010519457,-0.010054343,0.046536766,0.015074413,-0.034045467
201441,0.021198181,-0.004028808,-0.001117263,-0.008754971,-0.078207094,-0.127158313
201442,-0.052002903,0.010997827,0.011626878,-0.014584201,0.004992224,0.047419784
201443,0.013144035,0.021130711,-0.018016445,0.018130623,-0.000212453,0.048726498
201444,-0.057685796,0.095186566,-0.019236306,0.002351945,0.012737756,0.083592724
201445,0.003682247,-0.015087197,-0.033315164,0.044378058,-0.004228522,0.066325888
201446,0.007202315,0.037820896,-0.007885917,0.010437539,0.027731411,0.003513438
201447,-0.018169155,0.014646886,-0.038649618,0.003915403,-0.023843062,-0.037246996
201448,0.016228693,0.005552833,0.001410803,0,-0.015778449,-0.093263594
201449,-0.052674647,-0.000906605,-0.009203604,-0.004448338,-0.02001924,-0.106371953
201450,-0.041795207,0.011802566,-0.03250497,-0.004574871,-0.009000407,0.022998656
201451,-0.014299551,-0.030533205,0.040493449,0.060441102,0.004719133,0.116545848
201452,0.015094227,-0.007322574,0.005837869,0,0.025015802,-0.000853558
201453,-0.009261698,-0.015418063,0.000810008,0,0,-0.028355008
201501,0,0,0,0,0,0
201502,-0.042040956,0.005664254,-0.001561918,-0.001564361,-0.018801591,-0.081012848
201503,-0.021532938,0.010088487,-0.056597297,-0.004255576,0.006254297,-0.004549795
201504,0,-0.005904666,0.024175554,0.025690532,-0.001636752,0.054539797
201505,0.026131503,-0.002759656,-0.0320905,0.029242123,-0.007797227,0.052335986
201506,0.03605106,0.035175874,0.000870132,0.011164502,-0.0164261,-0.033990698
201507,0.000552056,-0.005471781,-0.016135698,-0.046616531,0.004386825,-0.001701283
201508,0,0.002846356,0.000538297,0.035459257,0.02550656,-0.002110262
201509,-0.045000253,-0.015578253,-0.001714791,0.016833564,-0.018582007,-0.064917485
201510,-0.029556379,0.011300846,0.01443177,-0.008940906,-0.03364402,-0.043835245
201511,-0.015473488,-0.00293377,0.017969724,-0.013781346,-0.012508578,0.037720017
201512,0.037205874,-0.004956571,0.030709244,-0.025210567,0.012420179,-0.054675509
201513,0.007825136,0.010469348,-0.03678365,-0.020020581,-0.028412394,-0.043229999
201514,0.030108146,-0.009445364,-0.006251036,0.018177963,0,0.106679888
201515,0.063350817,0.000738523,0.021746608,0.011653094,0.003855481,0.018168325
201516,-0.00531055,-0.011059167,0.001783452,-0.00543716,0.000435394,0.041233645
201517,-0.007350399,0.020168558,0.047896461,-0.003827907,-0.000777736,0.101135064
201518,0.060065057,-0.004621062,0.008547384,-0.027532777,-8.84937E-05,0.021852723
201519,0.01982036,0.010585233,-0.010817789,0.027644014,-0.000802373,0.079519333
201520,0.012171945,0.021921583,-0.00637416,0.003783259,0.01941823,0.034406409
201521,-0.000361662,-0.006472366,-0.01128912,0.005197418,0.00859051,0.008241218
201522,0,-0.001089852,-0.000121288,0.016247036,-0.002584983,0.005691693
201523,-0.005382799,-0.004409665,0.002577004,-0.01232984,0.013093693,0.004970956
201524,0.028698764,-0.001131566,-0.020703137,0.002832098,-0.002863856,0.024269385
201525,-0.001236575,0.010943326,0.028800605,0.005683388,0.002367387,0.06673852
201526,-0.010361513,0.030332206,-0.009339858,0.013651604,-0.006324688,0.077870508
201527,-0.018982392,0.023815057,0.003317617,0.040386384,0,-0.010953344
201528,-0.001071309,-0.042328028,-0.048230543,0.011609687,0.004768847,-0.018089507
201529,0.011614934,0.013312443,-0.009448444,0.01345283,0.029923546,0.012397009
201530,0.027670596,-0.054878553,0.004123425,-0.00250115,-0.006699131,-0.057075092
201531,-0.046720202,0.046678045,-0.00377615,0.011257683,-0.002398947,-0.041500337
201532,-0.023144859,0.024193274,0.014458487,-0.088846109,-0.014707715,-0.064771709
201533,-0.005649235,-0.015634088,0.003370279,0.018222266,0.002639062,-0.043004043
201534,0.048694268,0.022471453,-0.020980366,-0.051204729,-0.047113673,-0.025530448
201535,-0.051566533,0.005299968,0.021860642,0.080724112,0.022593485,0.105359339
201536,0.0023342,-0.041877431,0.037966713,-0.008559066,-0.014822714,0.004737842
201537,0,0.025792606,0.002981851,-0.001727564,0.007083101,0.077253762
201538,0.011788671,0.001500869,0.03423115,-0.000686341,-0.005532919,0.014692531
201539,0.01373654,-0.012339174,0.000459861,0.007890895,-0.023601365,-0.062944755
201540,-0.03300771,-0.007164992,0.007095074,-0.034299473,0.032057703,-0.111661199
201541,-0.005735804,-0.01905337,-0.03934399,-0.022590127,-0.026596679,-0.077757463
201542,-0.023154651,0.017023833,-0.010809555,0.020426009,0.025755714,-0.030104861
201543,0.004801599,-0.066067543,-0.013800887,0.007758604,-0.01242209,-0.092810226
201544,0.02950882,-0.022809575,0.012407896,-0.006245313,-0.022208628,0.079438848
201545,0.033151308,-0.025445471,0.111735053,0.000604408,0.002545614,-0.030871375
201546,-0.030254773,-0.039186979,0.011916868,-0.028026292,-0.027002911,-0.023609848
201547,0.034364573,-0.001446493,0.033037416,0.003302103,-0.00807037,0.080724199
201548,-0.010272238,0.002296211,0.052187853,0,0.008578654,0.058002319
201549,-0.00582879,0.030096444,-0.02192334,0.003103591,-0.01001247,-0.057500179
201550,0.003255491,-0.019080188,-0.009703586,0.011357576,-0.044259491,-0.002898793
201551,0.007188268,0.011483182,0.060699259,-0.004775899,-0.01255406,0.05485408
201552,0.009112171,-0.011222915,-0.001087193,0.003787593,0,0.032034731
201553,-0.007026109,0.035990413,0.003794401,0.008064173,0,-0.078401386
201602,-0.069163749,8.94723E-05,-0.019648213,-0.015476621,-0.02156269,-0.082449302
201603,-0.014928882,0.010199639,-0.046006586,0.029304553,-0.005771598,-0.025499172
201604,0,-0.001317157,-0.029406037,0.006391565,0.012901945,-0.067271612
201605,-0.030461604,-0.01435995,-0.028363252,0.008666932,0.007907222,-0.172013434
201606,0.030020947,-0.071900086,-0.050880857,0.010664088,-0.072605919,-0.233065952
201607,-0.089852401,0.001756842,-0.030893774,0.04733071,0.003788077,0.125616571
201608,0,0.027343784,0.087065768,-0.011323151,-0.001139306,0.260196006
201609,0.066994855,-0.002981872,0.01010097,0.047094933,0.015525813,0.131090285
201610,0.008353457,-0.029073033,0.010678776,0.039290693,0.027076672,0.081123366
201611,0.021140072,-0.013103352,0.030207279,-0.01696056,0.011307179,0.133713347
201612,0.036867441,0.014826875,0.016442233,0.020051422,0.028094354,0.058563822
201613,0.023975259,-0.017119847,-0.049778017,0.023227594,0,-0.003063154
201614,0.011020834,-0.000564536,-0.014079025,0.012693398,0.034033999,0.086033234
201615,0.039563993,0.034333357,0.038947868,-0.030969786,-0.027721636,0.030446536
201616,-0.000599868,-0.008402653,0.027076071,-0.010489915,0.010521695,0.015324912
201617,-0.002475306,-0.025642074,0.010510596,-0.006720838,0.021990443,-0.051677996
201618,-0.007605884,0.007624486,-0.008946181,-0.014952058,-0.02805705,-0.146493579
201619,0.004319688,-0.039205938,-0.042011057,-0.049559665,0.016073342,-0.141397856
201620,-0.02796257,-0.001100881,0.001293809,-0.008039854,0.001592059,0.054374886
201621,0.003275334,-0.017427573,0.031808824,0.019131548,0.023558347,0.070814732
201622,-0.018431079,0.007816127,0.007663705,0.025229952,-0.009239526,0.012811044
201623,0,0.000851879,-0.016440434,-0.002732697,0.000137002,-0.019054879
201624,0.007717192,0.052836702,0.013686873,-0.026154904,-0.046084792,-0.02360881
201625,-0.004204936,-0.013356534,0.012746511,0.001056481,-0.011287992,-0.113462164
201626,0.019631485,-0.000409631,-0.104503424,-0.00132213,-0.016547862,-0.014565303
201627,0.027957593,0.016318257,0.041627481,0.00994337,0.019879409,0.091815642
201628,0,-0.011639741,0.002149762,0.006994964,0.003889956,0.018013829
201629,0.036903774,-0.000578366,-0.00943688,-0.004493776,-0.005100912,-0.011166452
201630,0.026542678,-0.004375713,0.013761902,-0.034419342,0.008027229,0.037745825
201631,0.034822472,-0.002173819,-0.004444207,0.009278288,0.018125805,8.69701E-05
201632,-0.02035861,-0.012216852,-0.006206004,0.021347306,-0.002515077,-0.019129577
201633,-0.016823871,0.012911204,-0.01497297,-0.003279371,0.003112343,-0.00512913
201634,-8.86707E-05,-0.008776963,-0.001654649,0.001209416,0.006666391,-0.024823756
201635,-0.009200031,0.008567726,-0.009873693,-0.007456599,-0.004389944,-0.112815659
201636,-0.021773753,-0.017936808,0.003170242,-0.053016326,-0.014892688,-0.096328979
201637,0,0.025533436,-0.005521841,-0.021565643,-0.014643291,0.038527632
201638,0.019694565,-0.011346445,0.001836271,0.020416445,0.0248478,0.046142178
201639,0.004576446,-0.008238815,0.002834255,0.005896072,0.004941162,-0.011195101
201640,0.007423514,-0.015216072,0.0022351,-0.027003476,0.016591938,-0.059237302
201641,0.047394981,-0.010715924,-0.013953914,-0.035786274,-0.021840791,-0.080439879
201642,0.022074137,-0.004229863,0.007046422,-0.006302367,-0.018627696,-0.004279677
201643,-0.012976378,0.026500303,0.022400763,-0.021909963,0.004972325,0.030985738
201644,0.01334399,-0.00207141,-0.000494173,0.008751928,-0.019802922,-0.060169645
201645,-0.011201705,-0.035098382,-0.014518524,-0.003191182,0.016753815,-0.046376363
201646,0.013906429,0.008953962,-0.025033364,-0.024781606,0.017318543,-0.042389124
201647,-0.037706836,0.01278593,0.000870594,0.025716366,-0.019293968,0.083769618
201648,-0.00270241,0.03603942,0.01030497,0,0.01817332,-0.016529389
201649,-0.002695139,-0.033397859,-0.000896835,-0.039704273,-0.002254255,-0.020089752
201650,0.029371257,-0.005085637,0.039278923,-0.004452503,-0.000572053,0.083993585
201651,0.001300864,0.029725101,0.002725249,-0.005586592,0.024850708,0.10866291
201652,0.001185199,0.02989196,-0.005220538,0.003610977,0.023458859,0.054062084